timeExec, class, mops, benchmark, nNos, nCores
102.74
102.99
102.69
102.71
102.92
102.57
103.09
102.39
102.23
102.47
102.42
102.02
102.22
102.44
102.47
102.68
102.90
102.48
103.17
102.81
