timeExec, class, mops, benchmark, nNos, nCores
31.69
31.57
31.71
31.57
31.67
31.61
31.63
31.63
31.77
31.60
31.54
31.60
31.59
31.60
31.63
31.70
31.62
31.61
31.49
31.68
