timeExec, class, mops, benchmark, nNos, nCores
3.51
3.51
3.51
3.50
3.50
3.50
3.50
3.50
3.50
3.50
3.51
3.50
3.50
3.50
3.50
3.50
3.51
3.51
3.50
3.51
