timeExec, class, mops, benchmark, nNos, nCores
25.08
25.18
25.18
25.06
25.09
25.08
25.12
25.21
25.06
25.08
25.08
25.14
25.09
25.08
25.06
25.07
25.07
25.11
25.07
25.06
