timeExec, class, mops, benchmark, nNos, nCores
73.78
73.85
73.69
73.58
73.56
73.84
73.71
73.81
73.56
73.56
73.28
73.75
73.57
73.57
73.97
73.39
73.94
73.60
73.60
73.49
