timeExec, class, mops, benchmark, nNos, nCores
19.94
19.92
20.06
19.94
19.93
19.92
19.97
20.01
19.95
19.98
19.91
19.95
20.06
20.04
20.06
20.03
19.90
19.88
19.96
19.87
