timeExec, class, mops, benchmark, nNos, nCores
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
1.00
0.99
0.99
