timeExec, class, mops, benchmark, nNos, nCores
24.51
24.43
24.53
24.42
24.45
24.49
24.37
24.60
24.50
24.50
24.49
24.49
24.44
24.38
24.42
24.44
24.49
24.43
24.43
24.46
