timeExec, class, mops, benchmark, nNos, nCores
100.93
100.82
101.42
100.98
100.81
100.54
100.65
100.81
100.44
100.63
101.26
101.17
101.07
101.36
101.03
101.31
101.23
100.71
101.16
101.01
