timeExec, class, mops, benchmark, nNos, nCores
266.47
266.37
266.31
266.71
266.23
266.32
266.19
266.19
267.08
265.06
265.09
264.96
265.48
267.55
268.48
265.10
264.86
265.58
265.02
265.20
