timeExec, class, mops, benchmark, nNos, nCores
83.34
83.12
83.23
83.31
83.30
83.04
83.30
83.30
83.27
83.17
83.37
83.12
83.28
83.35
83.21
83.08
83.32
83.30
83.24
83.34
