timeExec, class, mops, benchmark, nNos, nCores
337.56
338.77
337.62
337.59
336.86
334.91
335.88
336.08
337.12
339.09
339.35
339.24
337.43
336.42
336.57
337.52
337.40
335.92
334.97
335.88
