timeExec, class, mops, benchmark, nNos, nCores
23.28
24.32
23.79
24.04
22.93
25.34
24.65
25.17
23.60
25.93
24.26
20.85
23.55
22.86
23.46
23.89
23.01
24.59
25.16
23.22
