timeExec, class, mops, benchmark, nNos, nCores
266.83
270.67
266.27
252.52
273.61
281.10
269.85
272.02
269.39
270.66
269.77
276.93
275.13
272.28
270.68
259.66
276.61
262.99
264.69
276.19
