timeExec, class, mops, benchmark, nNos, nCores
14.52
13.94
14.04
13.97
13.88
13.84
14.07
14.09
13.97
13.98
13.91
13.95
13.96
14.08
13.96
13.89
14.03
13.95
13.93
14.09
