timeExec, class, mops, benchmark, nNos, nCores
208.11
218.54
214.07
213.22
214.08
221.73
208.30
202.45
211.99
205.41
221.12
209.87
214.90
203.26
212.77
215.30
213.96
205.15
213.21
208.55
