timeExec, class, mops, benchmark, nNos, nCores
142.20
142.15
131.77
136.07
149.13
142.04
128.64
145.06
130.78
134.09
133.19
136.81
147.38
148.28
139.30
137.39
134.99
144.68
133.46
122.57
