timeExec, class, mops, benchmark, nNos, nCores
13.36
13.52
13.36
13.33
13.31
13.36
13.27
13.37
13.34
13.28
13.29
13.29
13.28
13.29
13.28
13.30
13.31
13.30
13.35
13.32
