timeExec, class, mops, benchmark, nNos, nCores
44.45
44.18
44.15
44.17
44.27
44.40
44.24
44.43
44.21
44.23
44.21
44.29
44.31
44.21
44.21
44.22
44.26
44.56
44.35
44.47
