timeExec, class, mops, benchmark, nNos, nCores
39.74
39.94
39.73
39.75
39.99
39.82
39.81
39.75
39.79
39.78
40.01
39.71
39.80
39.86
39.76
39.79
54.46
39.99
39.79
39.83
