timeExec, class, mops, benchmark, nNos, nCores
6.20
6.20
6.20
6.21
6.23
6.22
6.22
6.22
6.21
6.21
6.20
6.20
6.22
6.20
6.20
6.20
6.21
6.20
6.19
6.19
