timeExec, class, mops, benchmark, nNos, nCores
306.12
302.35
306.78
306.60
307.15
306.63
301.99
301.14
303.59
307.62
303.97
317.78
305.60
305.78
302.94
301.03
304.00
303.71
305.31
305.36
