timeExec, class, mops, benchmark, nNos, nCores
40.03
39.79
39.74
39.82
54.52
68.11
74.94
64.67
65.51
73.08
75.96
64.89
62.30
73.57
68.35
69.24
76.25
72.10
59.56
39.88
