timeExec, class, mops, benchmark, nNos, nCores
336.69
336.37
335.36
337.78
336.15
339.81
335.86
338.25
336.04
336.69
337.64
339.54
338.52
336.68
335.57
339.60
339.75
339.75
339.52
338.09
