timeExec, class, mops, benchmark, nNos, nCores
50.87
50.90
50.78
53.34
50.86
50.87
50.96
51.00
50.94
51.03
51.05
51.15
51.13
51.11
51.23
50.92
50.92
50.83
51.07
51.07
