timeExec, class, mops, benchmark, nNos, nCores
12.13
12.13
12.12
12.11
12.09
12.07
12.12
12.09
12.09
12.16
12.14
12.10
12.11
12.11
12.13
12.15
12.10
12.14
12.17
12.16
