timeExec, class, mops, benchmark, nNos, nCores
39.74
39.82
39.68
39.77
39.73
39.78
39.69
39.81
39.78
39.76
39.73
40.73
39.78
39.76
39.76
39.69
39.78
39.86
39.72
39.75
