timeExec, class, mops, benchmark, nNos, nCores
142.10
139.60
141.14
138.26
139.04
137.07
141.14
136.91
139.72
136.65
136.56
138.55
137.83
141.70
139.20
140.22
141.47
139.03
138.34
136.96
