timeExec, class, mops, benchmark, nNos, nCores
337.90
337.18
337.38
335.36
337.36
337.28
336.04
336.73
336.61
336.71
336.93
337.56
336.58
338.12
336.54
336.44
337.81
336.04
336.81
336.92
