timeExec, class, mops, benchmark, nNos, nCores
79.36
79.47
79.63
79.76
79.45
79.45
79.39
79.48
79.53
79.54
79.71
79.63
79.51
79.30
79.46
79.50
79.51
79.61
79.65
79.53
