timeExec, class, mops, benchmark, nNos, nCores
265.61
265.94
266.13
265.18
265.95
265.71
267.10
266.15
269.52
265.60
266.07
266.04
265.62
265.74
265.84
266.25
265.92
266.11
266.23
268.52
