timeExec, class, mops, benchmark, nNos, nCores
56.51
56.43
56.34
56.35
56.32
55.32
56.34
55.32
55.35
56.40
56.40
56.42
56.34
56.45
56.45
55.40
56.48
56.44
56.55
56.46
