timeExec, class, mops, benchmark, nNos, nCores
75.17
75.40
75.65
75.81
75.90
75.59
75.91
76.63
75.64
75.77
75.79
75.65
75.59
76.02
76.16
76.09
75.92
75.65
76.04
76.02
