timeExec, class, mops, benchmark, nNos, nCores
28.97
29.08
29.03
28.99
28.87
28.87
28.98
28.80
28.85
28.82
28.93
28.98
28.87
28.80
28.94
29.03
28.98
29.02
29.00
28.91
