timeExec, class, mops, benchmark, nNos, nCores
3.59
3.65
3.59
3.59
3.59
3.60
3.59
3.60
3.60
3.59
3.59
3.60
3.60
3.60
3.60
3.60
3.60
3.59
3.60
3.60
