timeExec, class, mops, benchmark, nNos, nCores
75.92
76.21
76.05
75.97
75.93
75.87
75.95
75.84
76.07
76.01
76.23
76.04
76.15
76.04
76.81
75.93
76.54
75.98
76.12
76.16
