timeExec, class, mops, benchmark, nNos, nCores
19.99
19.96
19.99
20.02
20.00
19.90
19.98
19.92
19.89
19.90
19.98
19.92
20.04
19.89
20.00
19.94
19.89
19.89
19.89
19.97
