timeExec, class, mops, benchmark, nNos, nCores
32.60
35.04
31.66
37.10
32.46
40.71
34.44
35.27
38.08
33.88
32.30
32.88
35.81
38.21
41.48
34.99
35.95
32.72
33.41
38.64
