timeExec, class, mops, benchmark, nNos, nCores
102.85
102.43
102.06
102.09
102.22
102.43
102.38
102.54
102.12
102.46
102.57
102.37
102.79
102.61
101.87
102.24
102.64
102.17
102.32
102.53
