timeExec, class, mops, benchmark, nNos, nCores
26.63
26.55
26.64
26.51
26.58
26.51
26.49
26.74
26.53
26.54
26.55
26.57
26.51
26.57
26.55
26.61
26.52
26.69
26.52
26.49
