timeExec, class, mops, benchmark, nNos, nCores
13.42
13.36
13.28
13.47
13.34
13.38
13.29
13.35
13.38
13.30
13.39
13.38
13.38
13.40
13.38
13.30
13.36
13.43
13.41
13.40
