timeExec, class, mops, benchmark, nNos, nCores
16.16
15.98
15.97
15.99
15.95
15.97
15.90
15.93
15.94
15.99
15.90
15.95
15.91
15.91
15.95
15.95
15.97
15.90
15.99
15.94
