timeExec, class, mops, benchmark, nNos, nCores
26.38
26.53
26.38
26.38
26.39
26.38
26.36
26.38
26.39
26.39
26.39
26.41
26.40
26.46
26.47
26.40
26.37
26.39
26.38
26.39
