timeExec, class, mops, benchmark, nNos, nCores
39.78
39.62
39.65
39.58
39.54
39.86
39.78
39.66
39.57
39.58
39.61
39.73
39.76
39.59
39.57
39.56
40.05
39.55
39.65
39.59
