timeExec, class, mops, benchmark, nNos, nCores
134.68
136.86
134.49
134.49
134.71
134.65
134.83
134.77
135.87
134.86
134.49
137.24
134.47
134.79
134.42
135.18
135.66
134.62
134.48
134.46
