timeExec, class, mops, benchmark, nNos, nCores
53.71
53.68
53.63
53.60
53.75
53.69
53.55
53.70
53.56
53.71
53.57
53.52
53.49
53.56
53.48
53.82
53.58
53.84
53.73
53.55
