timeExec, class, mops, benchmark, nNos, nCores
79.18
79.37
79.34
79.16
79.04
79.13
79.08
79.11
79.14
79.27
79.05
79.45
79.08
79.38
79.12
79.13
79.29
79.12
79.12
79.06
