timeExec, class, mops, benchmark, nNos, nCores
264.77
266.20
265.33
264.65
264.93
263.15
264.53
263.90
264.64
266.06
267.53
267.05
266.74
264.80
266.32
264.01
263.38
263.23
264.01
263.28
