timeExec, class, mops, benchmark, nNos, nCores
80.85
81.43
80.70
80.61
80.37
80.95
80.27
80.81
80.86
80.82
81.44
80.87
80.77
80.30
81.29
80.34
81.29
80.83
80.31
80.83
