timeExec, class, mops, benchmark, nNos, nCores
297.73
297.95
299.94
297.97
296.01
299.64
296.00
299.67
297.96
300.80
300.02
296.58
298.51
300.83
300.17
299.95
296.40
298.55
296.65
300.00
