timeExec, class, mops, benchmark, nNos, nCores
2.99
2.97
3.02
3.01
3.01
3.01
2.97
3.01
3.01
3.00
3.01
3.01
2.98
3.00
2.97
3.01
3.02
3.02
2.97
3.01
