timeExec, class, mops, benchmark, nNos, nCores
15.97
16.14
15.98
15.98
15.95
15.94
15.90
15.95
16.03
15.98
15.93
15.99
15.97
15.96
15.90
16.21
15.92
15.98
15.98
15.95
